usuario_id,data_instalacao,fonte_midia,custo,plataforma,versao_app,marca,modelo,canal
7d88688d-6360-4e51-9b8c-bbc5b3e27753,2025-03-29 14:17:04,Orgânico,0.0,Android,1.0,Samsung,Galaxy S21,mms
f3326a46-28aa-4c01-842b-5ebda591a0a3,2025-01-01 09:32:26,Orgânico,0.0,iOS,1.2,Apple,iPhone SE,mms
ce36451e-bc6d-4b72-934f-e8663d4f1301,2025-03-16 02:48:07,Facebook Ads,0.25075839507358355,iOS,1.2,Apple,iPhone SE,push
a21d318b-5a89-4f32-87a5-f454de07ee09,2025-03-15 19:05:47,Google Ads,2.569413995862305,Android,2.0,Motorola,Moto Edge,email
160259d1-dd4f-4208-9d10-3e99b22158d0,2025-03-14 17:23:57,Google Ads,2.0620499972274944,iOS,2.0,Apple,iPhone 13,push
bc5e5b99-216a-48ca-aad8-9e28edeb4d9c,2025-02-16 15:19:53,Google Ads,4.6934988159046975,iOS,2.0,Apple,iPhone 12,mms
d6764c13-3eb5-49d3-a2f2-7c5827a250cc,2025-02-07 13:48:40,Orgânico,0.0,Android,1.1,Xiaomi,Poco X3,sms
267f8895-6597-41aa-a891-55bfa64afff8,2025-02-03 09:59:15,Google Ads,4.943568362904125,iOS,1.1,Apple,iPhone 13,sms
2bf79605-8bd4-4e98-87ce-29b6550ac0b4,2025-01-01 16:29:47,Facebook Ads,4.869226948741421,iOS,1.2,Apple,iPhone 12,mms
42e02fcd-d87b-487e-986b-0c87bab165d0,2025-02-03 10:03:30,Google Ads,4.925966421537141,Android,1.0,Motorola,Moto G Power,email
e0d9723e-5ff3-4fec-940b-5080b1c808fe,2025-01-05 20:17:30,Orgânico,0.0,iOS,1.0,Apple,iPhone 12,mms
923a0c07-90ae-4653-8fa4-e6d68a720f30,2025-01-23 18:22:51,Google Ads,2.3392173703931203,Android,1.2,Motorola,Moto Edge,mms
abe9b67c-714d-4fd9-8368-853317f67093,2025-02-13 06:49:20,Facebook Ads,1.3513155064542826,iOS,2.0,Apple,iPhone 12,email
3a17eee1-85ba-42e5-91c9-6f421296c72a,2025-03-26 02:26:21,Facebook Ads,3.6603147077984026,iOS,1.0,Apple,iPhone SE,mms
fb616390-331b-40a9-9161-332e2ace06f7,2025-03-26 22:03:10,Google Ads,2.137665740590004,Android,1.2,LG,K51,push
7942cc82-43c3-4118-9a59-45b7c1cabb99,2025-03-22 20:27:11,Facebook Ads,4.744158439845647,Android,2.0,Xiaomi,Poco X3,email
22bc9898-3d0a-4540-a9c0-840a2aab12ec,2025-02-14 22:10:45,Orgânico,0.0,iOS,1.2,Apple,iPhone 13,mms
8ebef99b-7d31-475c-a7a2-895c324b8d5a,2025-01-21 23:01:08,Google Ads,3.9584410874097506,iOS,2.0,Apple,iPhone 13,email
62d4030c-7449-4c31-aa42-7e09463ca8a7,2025-01-21 05:37:07,Facebook Ads,1.4497003277227707,iOS,1.1,Apple,iPhone 12,push
0adfe8c6-00a1-420c-a191-e6719d2d57e7,2025-02-25 01:24:40,Orgânico,0.0,Android,1.0,LG,K51,mms
099b21d4-91af-4b90-adb7-ae6bdc4f43c8,2025-01-09 20:47:07,Google Ads,1.591706802988583,iOS,1.2,Apple,iPhone 12,sms
04ea544b-985d-4746-9ead-336a069cc874,2025-01-08 09:41:37,Facebook Ads,1.410146109072459,Android,1.0,Samsung,Galaxy S21,sms
4827454b-77d1-4034-ac5b-5c947491dbd9,2025-02-25 08:10:10,Facebook Ads,0.5943068227219802,Android,1.2,Motorola,Moto G Stylus,push
f1ede284-8cb0-46d3-9323-f59996906de3,2025-02-20 22:46:45,Google Ads,1.4867258136342356,Android,1.1,Xiaomi,Poco X3,mms
5c2407fe-6266-4382-8a0a-3a254663e7e8,2025-03-07 07:37:20,Google Ads,2.3832642260415997,iOS,1.2,Apple,iPhone SE,push
157c70ab-f24d-42e1-9f33-3418706cbb35,2025-02-10 19:16:36,Google Ads,4.806759456314702,Android,1.2,Xiaomi,Mi 11,push
5468d359-69d7-4f33-a74b-23c0f84f2b27,2025-03-20 06:03:32,Google Ads,2.379564683762189,Android,1.1,Xiaomi,Poco X3,sms
94d63493-22b8-4b28-9546-3ff4d1c3068a,2025-03-21 10:05:20,Orgânico,0.0,iOS,1.1,Apple,iPhone SE,email
71cc8714-8537-4921-979d-45c30efd142e,2025-03-21 20:38:12,Orgânico,0.0,iOS,1.2,Apple,iPhone 12,push
f6e8f74a-7a27-43eb-bd5c-180c13c5a404,2025-01-29 04:54:17,Orgânico,0.0,Android,1.0,LG,Velvet,mms
fd2224ac-4825-492e-b485-d3e0cb201680,2025-01-28 02:43:42,Google Ads,4.8365731618046475,Android,1.0,Xiaomi,Mi 11,email
2cc67e7f-4773-47ac-b0b0-4a996a418d4b,2025-03-09 15:48:41,Orgânico,0.0,iOS,1.0,Apple,iPhone 12,mms
fb779438-5687-489d-85e5-3c733913932e,2025-01-14 18:54:15,Orgânico,0.0,Android,1.2,Samsung,Galaxy M32,push
0c5396fc-21b6-4df0-985e-300ae74b3266,2025-03-22 21:44:14,Google Ads,3.7086321415952095,Android,1.0,LG,Wing,sms
20b15ceb-d6f0-4f86-9489-098a8ab0c8d5,2025-02-19 03:51:37,Google Ads,3.5620459817018393,Android,2.0,Samsung,Galaxy S21,email
c10ad797-3160-4110-b11d-503d82302902,2025-02-01 07:07:44,Facebook Ads,3.859777777785476,Android,1.2,LG,K51,mms
93fea0d1-8712-4925-b955-425f2675d107,2025-01-06 01:16:25,Google Ads,4.136317567070279,Android,2.0,LG,Velvet,email
6fa1579b-34fe-432d-b7c9-6ccf696c8401,2025-01-31 03:49:17,Google Ads,4.22058094400463,Android,1.0,Xiaomi,Mi 11,sms
f04a785d-6ad9-4c8f-9a72-0f2ba57cc619,2025-03-17 00:25:30,Google Ads,4.505991872964633,Android,2.0,LG,Wing,push
6d3915d2-c5d2-4726-bf64-3f512fa04565,2025-03-15 21:45:13,Facebook Ads,1.7803636953355002,iOS,2.0,Apple,iPhone 12,email
a2d5e90d-a2c2-43cb-a8a2-65bcc83213eb,2025-01-15 16:54:41,Orgânico,0.0,iOS,1.1,Apple,iPhone 12,mms
b8f1fb5a-ae9d-490c-b05b-a3f5e34766cb,2025-03-23 07:42:04,Google Ads,1.9524563995984285,iOS,1.0,Apple,iPhone SE,sms
24f33e76-63f4-465c-9a2e-ed18ceba4a7c,2025-01-01 09:21:57,Facebook Ads,1.6301838059059317,iOS,2.0,Apple,iPhone 12,sms
6c8bd281-72cd-456e-b24c-4710c5f1ed8f,2025-01-01 09:23:41,Google Ads,2.3785324054977393,Android,2.0,Xiaomi,Mi 11,mms
b7f1fb1f-a4fa-412a-ab9b-05a6c23cdc2f,2025-02-06 13:51:18,Orgânico,0.0,Android,1.0,LG,Velvet,mms
5579dd5a-951a-4616-9aa7-84178abf9e14,2025-01-12 13:01:53,Facebook Ads,1.6772376363262818,iOS,1.2,Apple,iPhone SE,sms
45318cb4-6c39-4e6b-b004-1875789dbcc0,2025-02-21 03:47:06,Google Ads,2.514681544240082,Android,1.2,Xiaomi,Mi 11,email
d994362c-3459-42b1-b93d-cb9333232aae,2025-01-22 11:43:38,Facebook Ads,3.9815944627647366,Android,2.0,Motorola,Moto Edge,email
d7d59345-1177-4ad8-a0a0-b598b5807b32,2025-02-14 05:34:52,Facebook Ads,0.3436631730769742,iOS,1.1,Apple,iPhone SE,mms
5f4f2327-d520-41bd-bb1d-4dfeb5644683,2025-01-18 19:52:03,Google Ads,3.951039862726684,Android,2.0,Xiaomi,Mi 11,mms
4e94199d-27ed-4080-b8a8-0d06458e1c73,2025-03-01 09:40:30,Facebook Ads,0.7026020478767254,Android,1.1,Xiaomi,Redmi Note 10,push
9f1a9201-87c9-47f3-88fa-a7d6fafa2082,2025-03-14 01:40:16,Google Ads,1.774084355350967,iOS,1.2,Apple,iPhone 12,push
0e887e9b-4da3-4382-8784-b7fe891d6a5b,2025-01-21 15:13:48,Orgânico,0.0,Android,1.1,Motorola,Moto Edge,push
1ffd8739-e14d-4f51-837e-6303aa3287a5,2025-01-20 13:00:13,Google Ads,0.9157876461834564,Android,2.0,Motorola,Moto G Stylus,mms
7dc75113-89b2-4276-a57d-d39fea1bcacd,2025-03-04 06:19:14,Google Ads,1.1297173055163758,Android,2.0,Xiaomi,Redmi Note 10,email
1de5973d-30d8-43ad-9d6d-9e07f9719dca,2025-01-09 02:55:04,Facebook Ads,3.7555582402055396,Android,1.0,Xiaomi,Redmi Note 10,email
b23d56d4-1b83-46cd-aa95-680a39089bd3,2025-03-12 01:32:16,Orgânico,0.0,iOS,1.0,Apple,iPhone 12,sms
69562dc1-3924-49c5-8806-39d435e29367,2025-03-16 13:05:41,Google Ads,0.855296787313112,Android,2.0,Xiaomi,Poco X3,push
4280fea1-fc14-4436-abc2-a1904d1f32e2,2025-03-26 16:32:27,Google Ads,3.920920333063958,iOS,1.2,Apple,iPhone 12,push
85e0e136-15ed-43c6-a74c-5fff2aadf928,2025-03-10 20:41:53,Facebook Ads,2.534203434573258,Android,1.0,Xiaomi,Poco X3,email
cd402d52-e0d9-417c-9701-47eea476039d,2025-03-20 09:53:25,Orgânico,0.0,Android,1.1,Xiaomi,Poco X3,email
1cb274a7-392e-4bdd-bb0a-449356edda03,2025-03-01 14:59:00,Orgânico,0.0,Android,2.0,Motorola,Moto Edge,email
b934ee9e-e518-4a73-9ffe-071426be275f,2025-03-27 08:59:49,Google Ads,1.9915079986739557,iOS,1.0,Apple,iPhone SE,email
6a875b22-7f04-46a4-9c33-65662eb43adc,2025-01-12 01:19:20,Orgânico,0.0,Android,1.0,Motorola,Moto Edge,sms
66772dbf-7b88-4815-8bc5-ca13c11c8316,2025-01-09 01:21:20,Orgânico,0.0,iOS,1.0,Apple,iPhone 13,sms
ce5f9b6c-704a-47b3-8e03-57cfac15f415,2025-03-12 20:36:51,Orgânico,0.0,Android,1.0,Samsung,Galaxy M32,push
c608e536-5f34-43fa-82ae-7f4aa9c8c688,2025-01-05 07:12:45,Google Ads,2.489888772772292,iOS,1.0,Apple,iPhone 13,mms
0b9d10a3-a88b-4e76-88e3-4f5aef6d6984,2025-02-08 20:17:20,Orgânico,0.0,iOS,1.1,Apple,iPhone 12,push
1ca66e13-0e5c-44c4-a358-fb62e85a23b8,2025-01-05 15:18:27,Facebook Ads,3.3728287658063385,iOS,1.0,Apple,iPhone 12,email
abf5bb1f-a82c-40c9-b82d-334c33c34b15,2025-02-13 06:39:41,Facebook Ads,2.4725201811168147,Android,1.0,Motorola,Moto G Power,sms
e1060d37-be03-49ae-97ae-1aa752fb66db,2025-02-08 11:43:57,Google Ads,1.6447354150016535,Android,2.0,Samsung,Galaxy M32,email
958c9504-b672-4dbe-add0-b2a5a1c9aa3f,2025-03-11 13:20:56,Orgânico,0.0,iOS,2.0,Apple,iPhone 13,push
998dbd6d-9fac-4397-a1f9-10145ca85c8e,2025-02-08 08:39:26,Google Ads,4.70343241366838,iOS,1.1,Apple,iPhone SE,mms
091775d7-c3ef-40f6-897d-271ca1282040,2025-02-18 08:08:05,Google Ads,2.3657949171828885,Android,1.1,Motorola,Moto G Stylus,push
d1652197-01dd-49db-bee4-5b0714cc43ff,2025-02-03 03:55:27,Google Ads,4.800016915360164,Android,1.2,Motorola,Moto G Power,sms
bf13c8bc-69d3-41a8-92d7-c1b79915906b,2025-03-15 06:25:50,Google Ads,4.221934763091944,Android,1.1,Samsung,Galaxy A52,push
6b376f29-9e54-4803-bdd8-13922ea21b1e,2025-01-18 11:25:00,Orgânico,0.0,iOS,1.0,Apple,iPhone 12,sms
9d7dad01-3f3d-4b67-92f4-de5fc004fd5d,2025-02-25 18:39:47,Google Ads,0.5259880573131627,iOS,2.0,Apple,iPhone 12,mms
5aa9118f-dd06-4bda-bbee-81a2b642c59d,2025-01-08 13:15:38,Google Ads,3.001045343141652,Android,1.2,Xiaomi,Mi 11,email
1812a9ec-7298-4fad-80f8-189330c1e442,2025-02-27 00:04:28,Facebook Ads,1.672817356897658,iOS,1.2,Apple,iPhone 12,email
2df25d08-29b5-4bca-a367-8d9f80048c36,2025-02-14 18:20:26,Orgânico,0.0,Android,1.1,Motorola,Moto G Stylus,sms
67e2bf1b-a9a3-423d-9cb3-1c6d018ff63d,2025-01-03 08:29:24,Google Ads,1.3167897924185377,Android,2.0,Xiaomi,Redmi Note 10,push
cd8210d6-dd02-4dc7-8c87-a5e267b41d55,2025-01-20 13:34:39,Facebook Ads,3.1314655751602847,iOS,2.0,Apple,iPhone 12,sms
2fe5c670-0e4d-4023-8942-49e0cacc4d55,2025-03-12 15:14:42,Google Ads,3.027933231320222,iOS,1.0,Apple,iPhone 12,mms
1eff5346-a450-407f-83a7-94ab363ce0c8,2025-03-22 13:40:56,Facebook Ads,2.849158608846877,Android,1.0,Motorola,Moto G Power,push
ad9e1003-3229-46bd-a6c5-cb254d87a28d,2025-02-02 07:03:28,Google Ads,0.2513312209151528,iOS,1.1,Apple,iPhone 13,sms
5490b0ef-9839-42b8-9293-7d6e2cf1ad2b,2025-02-02 12:12:39,Orgânico,0.0,iOS,1.2,Apple,iPhone 12,mms
c487baed-6f8f-43cd-a065-b8bed84feabb,2025-03-20 22:07:14,Orgânico,0.0,Android,1.1,Samsung,Galaxy A52,email
0e252e0d-3637-4c1d-b354-e8dc695e4bdd,2025-03-24 23:07:34,Facebook Ads,2.01405380905961,Android,2.0,Samsung,Galaxy S21,sms
cbd217f5-f717-44a8-b102-7c73eebee826,2025-01-03 03:11:08,Orgânico,0.0,Android,1.2,Samsung,Galaxy S21,sms
aa21140b-1965-4534-8f4e-77284a0441ad,2025-03-18 17:27:44,Orgânico,0.0,iOS,1.2,Apple,iPhone SE,sms
639fe22d-83fc-4867-8438-4c1f70366765,2025-01-25 04:04:19,Facebook Ads,4.073037157174068,iOS,1.0,Apple,iPhone 12,mms
733a1e30-d442-4a77-851d-6b387486ab5d,2025-01-23 06:37:52,Facebook Ads,2.137740310831316,Android,2.0,LG,Wing,email
cc6d77fe-c18d-484c-9f18-33437a329730,2025-03-10 07:49:35,Facebook Ads,3.4677750954581668,Android,1.2,Xiaomi,Mi 11,sms
97454434-b860-4455-99a3-13581922f5e7,2025-01-20 17:56:31,Google Ads,3.461310353680306,iOS,1.1,Apple,iPhone 13,email
9f301dc2-0322-4b6c-ae99-36e66c054ed0,2025-03-12 21:17:07,Google Ads,4.503793247887571,Android,2.0,LG,Wing,sms
7d39e307-d143-4944-90cc-1c79c3dabf66,2025-03-29 14:12:40,Google Ads,3.736877150706806,Android,1.0,Xiaomi,Poco X3,email
730529cc-340b-44f8-ba4a-f11f7aad424b,2025-01-08 10:26:52,Facebook Ads,4.757403988844139,Android,2.0,Xiaomi,Poco X3,push
ba348eb9-ef63-4777-85a0-aea47088a6fe,2025-03-10 18:36:14,Facebook Ads,2.6618917594309126,Android,2.0,LG,K51,email
c60546ad-3f7f-4a53-89f7-a4215a466146,2025-01-25 13:50:26,Facebook Ads,3.091369882275967,Android,1.2,Samsung,Galaxy A52,sms
cdd1770a-d393-4ace-b839-36603da2f247,2025-01-10 03:08:52,Orgânico,0.0,iOS,1.1,Apple,iPhone 13,sms
e9ab5c8b-fab7-41ba-95f1-93998d3df4ca,2025-01-26 04:17:14,Facebook Ads,2.769792739544922,iOS,1.1,Apple,iPhone 12,mms
5b15f445-be18-404f-9d01-c960f34ea0d1,2025-03-09 19:16:16,Orgânico,0.0,iOS,2.0,Apple,iPhone SE,mms
0c331f01-7ee2-4165-af66-9e1945305987,2025-01-15 05:23:44,Orgânico,0.0,Android,1.2,LG,Wing,email
e0a1719a-6b2d-4483-a93d-3f36233a4815,2025-03-12 09:00:32,Orgânico,0.0,Android,1.0,LG,Velvet,sms
e93d92f6-3e7c-4a1b-974a-981668964113,2025-03-02 18:35:45,Orgânico,0.0,Android,1.2,LG,K51,push
91bd0854-685a-41a1-836e-690dd97094c5,2025-03-13 05:34:12,Google Ads,3.8730746237655502,Android,1.0,Motorola,Moto G Stylus,email
719f6dbe-3d72-4506-ab0c-8a20431261dc,2025-02-14 13:28:48,Google Ads,4.936433021500913,iOS,1.0,Apple,iPhone SE,email
01d21807-1c46-449d-9b71-23869de64faa,2025-02-21 14:10:59,Orgânico,0.0,Android,1.0,Motorola,Moto G Power,push
6e7db9d4-0cbc-42e1-8eea-9b4fc81d6a09,2025-01-19 07:26:30,Orgânico,0.0,Android,1.2,Motorola,Moto G Power,push
e9f6cb48-df0a-43e2-8625-9432dd2dfa3b,2025-03-22 22:46:40,Orgânico,0.0,iOS,1.2,Apple,iPhone SE,sms
834b4db6-f31e-4617-b984-291375f5c346,2025-02-18 22:58:21,Google Ads,4.8307568689520535,Android,1.0,LG,Velvet,sms
dcdb69ae-edc1-4f91-94b8-4631d93de7cb,2025-01-09 12:01:02,Orgânico,0.0,Android,1.1,LG,K51,sms
a9ed6595-5287-47b2-bd2c-079dc82074e0,2025-03-29 15:21:40,Facebook Ads,4.761356383581991,iOS,1.2,Apple,iPhone SE,mms
7d991de2-d644-4628-92c0-126de1c2158e,2025-01-08 13:21:10,Orgânico,0.0,Android,1.2,Xiaomi,Mi 11,email
c9dcbfd9-c5be-4aac-bfeb-d0c9cab0e74b,2025-03-30 22:11:32,Facebook Ads,0.20334308707451,iOS,1.0,Apple,iPhone SE,push
c2eeb1a9-52b3-464a-9283-007e18de2c5e,2025-02-12 19:40:07,Google Ads,3.142766014669745,iOS,1.1,Apple,iPhone 12,email
c848cc51-899b-4d25-b910-0b85049f893c,2025-03-10 14:30:44,Google Ads,4.108099005958909,Android,1.1,Motorola,Moto G Power,mms
4488c1a5-5bb1-4e80-aefd-fe77eb5e0d57,2025-01-10 07:10:59,Orgânico,0.0,Android,1.1,Motorola,Moto G Power,email
6de7e0e3-30ba-4972-a6d3-d58d5eefd369,2025-01-19 13:53:11,Facebook Ads,1.244486657086488,Android,1.1,Motorola,Moto G Stylus,sms
d3a7d313-9d11-483e-a91c-490f106a37cb,2025-01-30 14:27:49,Facebook Ads,4.162523837093293,Android,1.2,Motorola,Moto G Stylus,sms
35377428-8c0e-4944-872f-2b30efcaca91,2025-02-16 12:40:37,Facebook Ads,1.0256930758178937,iOS,2.0,Apple,iPhone SE,sms
9ad85d4c-8518-483d-9f06-5b6449fb4816,2025-03-25 10:17:46,Google Ads,1.7081969029105784,iOS,1.1,Apple,iPhone 13,push
e91081a6-5c0f-4c9d-afba-02d46116bbc7,2025-01-02 13:41:06,Google Ads,4.980672345993082,iOS,1.1,Apple,iPhone SE,push
605064b5-b070-4d3f-b2ee-7b15321fffa3,2025-02-17 03:52:24,Facebook Ads,4.698790614545439,Android,1.2,Samsung,Galaxy S21,sms
921355e9-ad0d-4f9f-ae48-1c52556dcb09,2025-03-19 00:00:17,Google Ads,3.3454383983962943,Android,1.2,Samsung,Galaxy S21,mms
7e008845-f6de-4aaf-988f-aaf5551d1ad1,2025-01-24 12:54:01,Facebook Ads,1.1547932937074448,iOS,1.2,Apple,iPhone 12,sms
98e4cb3f-c680-4fad-9589-61e6f90b133c,2025-03-17 16:44:40,Google Ads,4.844047125395879,iOS,1.0,Apple,iPhone 12,email
91d39fba-0967-4844-8fee-f7ec8ed3e23f,2025-01-20 11:58:23,Google Ads,4.191108298137487,iOS,1.2,Apple,iPhone SE,email
f00e4dd0-9318-494c-ba57-28a8cbb11d8b,2025-02-01 10:36:28,Facebook Ads,3.374930275681258,Android,1.2,Xiaomi,Mi 11,sms
8bd2e8eb-ad48-4913-bc89-99cbc61acf97,2025-01-11 16:04:26,Google Ads,4.724144415544251,iOS,1.0,Apple,iPhone 12,email
ea41813f-db55-4170-af47-0601fa2380f3,2025-01-02 10:56:20,Facebook Ads,2.6041938545992616,iOS,1.0,Apple,iPhone 12,mms
f8571d7f-d0ea-41f2-b4c7-a116ba115224,2025-03-17 05:52:50,Orgânico,0.0,Android,2.0,LG,Velvet,email
efa9d586-0f9c-4fbd-8989-b7814db8c665,2025-02-14 22:16:05,Facebook Ads,0.9599458861322172,iOS,1.2,Apple,iPhone 12,push
2b2c070b-a2a2-4c68-9fc6-262c33dce632,2025-03-20 01:10:20,Facebook Ads,3.2254633703513904,iOS,1.1,Apple,iPhone 12,email
2a2fbf68-f611-4322-9c82-31db6388d5dc,2025-03-12 15:23:00,Orgânico,0.0,iOS,1.1,Apple,iPhone 12,email
30f55fae-9919-4380-a207-221ac83551ec,2025-01-02 12:17:32,Facebook Ads,1.0242822856639946,iOS,1.2,Apple,iPhone 12,email
2fee2f6e-201b-4f86-b5a3-01434803337f,2025-03-22 10:13:19,Orgânico,0.0,Android,1.2,LG,Velvet,mms
36b18bae-4bc6-4889-979b-01e61f44c863,2025-03-13 00:20:58,Google Ads,1.0097087687470627,Android,1.0,Samsung,Galaxy A52,sms
4f366124-5ad4-4ce2-8b9b-736fb99e018c,2025-03-26 21:14:33,Orgânico,0.0,iOS,1.1,Apple,iPhone SE,email
f0eab941-3e62-46ba-ad67-ccc5a4538e88,2025-01-07 17:49:16,Orgânico,0.0,Android,1.2,Xiaomi,Redmi Note 10,sms
d5279a1f-550d-4067-9569-44c1317ed9a2,2025-01-31 07:09:23,Orgânico,0.0,Android,2.0,Samsung,Galaxy M32,push
3c443538-02f9-4977-9237-33e5586e8197,2025-01-27 13:20:34,Orgânico,0.0,Android,1.1,Xiaomi,Mi 11,push
679e0588-66cc-4d77-bba7-024cd2ffcfde,2025-03-01 04:24:06,Orgânico,0.0,Android,1.2,Xiaomi,Poco X3,push
dbb891e3-69f7-4b0b-95c9-c91d6c9ca2b1,2025-02-08 16:50:07,Orgânico,0.0,iOS,1.0,Apple,iPhone 13,push
697c0b1b-4cf4-48a2-b612-ba7f0ca08548,2025-03-10 13:49:25,Google Ads,4.019533320927758,iOS,1.1,Apple,iPhone 12,email
b9c755a9-d36d-4d5c-b2ca-51620714de8c,2025-03-11 04:02:40,Facebook Ads,1.114454303131374,Android,1.1,Xiaomi,Redmi Note 10,mms
90e8367e-4d86-422b-a0d2-36f1c50d2eda,2025-03-10 12:49:51,Google Ads,2.036690992431008,Android,1.0,Samsung,Galaxy M32,email
ddc289c1-42d3-4288-a0f8-a5bd01cdccf4,2025-03-27 02:52:52,Facebook Ads,0.45916209554623333,Android,1.2,Xiaomi,Poco X3,push
9264de72-b8df-48eb-8e43-51516964db25,2025-01-06 20:03:35,Google Ads,3.3429483134028466,iOS,2.0,Apple,iPhone 13,sms
d1bc1490-57e5-4f6b-b8be-b7ad95a94924,2025-02-23 16:12:53,Orgânico,0.0,iOS,1.1,Apple,iPhone 12,mms
2c134962-296a-4f02-8e8c-29796f1948bc,2025-03-05 20:57:36,Facebook Ads,1.0274900301735181,iOS,1.1,Apple,iPhone 12,push
e97c818c-ece2-4133-a79d-531dbb45c348,2025-02-17 16:42:47,Google Ads,1.4658118790730732,iOS,1.1,Apple,iPhone SE,email
22d89b0e-43e8-46b5-b9f7-01e34fb6a03b,2025-03-14 01:36:27,Facebook Ads,4.885535854866878,iOS,2.0,Apple,iPhone 13,email
11d4f40f-6272-4ddf-bd8e-8ed32ad3d0af,2025-03-08 16:16:01,Orgânico,0.0,Android,2.0,LG,Velvet,push
77450f13-0444-43b6-89d1-1e5e32b4ee30,2025-01-05 05:09:54,Google Ads,4.545343106146026,Android,1.0,LG,K51,sms
6cb6a668-dbb0-43f7-b750-a615bacd62b5,2025-03-04 19:09:02,Orgânico,0.0,Android,2.0,Samsung,Galaxy A52,email
cd547e79-893f-48bd-a8b9-aa98ad4c146f,2025-01-02 03:11:52,Orgânico,0.0,iOS,1.0,Apple,iPhone 12,email
ffcf2f35-4344-49b9-b491-68470ac17f4f,2025-02-19 16:13:11,Google Ads,4.243284638908013,Android,1.1,LG,K51,push
4934f4aa-958f-4f2c-ba52-5195b0ce558d,2025-01-12 07:48:50,Google Ads,4.989052427854833,iOS,1.0,Apple,iPhone 12,push
872ee3e3-9abc-40ca-a491-d19401560172,2025-02-24 08:58:39,Orgânico,0.0,Android,2.0,Motorola,Moto G Power,mms
7043f7fd-626f-4aee-a334-22cd370c6775,2025-03-23 14:06:04,Google Ads,2.961488176658239,iOS,2.0,Apple,iPhone SE,email
fb323aa9-c77a-4169-a54b-d26938929892,2025-02-01 16:09:39,Facebook Ads,3.850826618239018,iOS,1.0,Apple,iPhone 13,email
3fcdbcd9-0ef5-4aca-b7ed-0ea2efcf4461,2025-01-20 11:45:52,Facebook Ads,0.8273834378276168,Android,1.1,Motorola,Moto Edge,sms
463654a9-1565-43b5-8f04-9ba448e762f1,2025-01-07 11:31:37,Facebook Ads,4.291454837895209,Android,1.1,Xiaomi,Redmi Note 10,email
dfc85cba-692a-458a-abd1-2e485be3a3ac,2025-02-11 04:16:50,Facebook Ads,2.1866628543988,iOS,2.0,Apple,iPhone SE,email
483875e1-5c03-404f-a0d3-d9f29290a359,2025-01-15 17:54:52,Google Ads,4.492496429785732,iOS,1.0,Apple,iPhone 12,email
a0484057-40de-404f-9df1-5e60c7055e6c,2025-02-06 07:39:27,Facebook Ads,0.5822440186812435,iOS,1.1,Apple,iPhone SE,sms
74afeca8-ed73-4cb2-bbf8-dd6b2ba7c266,2025-02-15 13:36:29,Facebook Ads,0.30820746548187244,Android,2.0,LG,Velvet,sms
83cc7139-1261-4332-9cdc-52d3ff42a557,2025-01-01 20:54:36,Orgânico,0.0,iOS,1.1,Apple,iPhone 13,push
29ed3ab0-fa47-4fdb-9dc1-1394df463475,2025-01-09 05:56:33,Google Ads,4.27205699967447,iOS,1.2,Apple,iPhone SE,email
a8b1b721-99fc-4912-9e1d-c4ca99ece176,2025-01-16 19:00:41,Facebook Ads,1.6174831999771024,Android,1.2,LG,Velvet,push
2e639115-6360-45e4-b276-c7969165b8d7,2025-02-04 11:51:07,Facebook Ads,2.1413152856612117,iOS,1.2,Apple,iPhone 12,email
763c5449-af91-4fa5-939a-3b41c158b49b,2025-02-08 04:48:10,Orgânico,0.0,Android,1.0,Xiaomi,Mi 11,mms
917e57c0-1e04-485e-83e7-f7eb6112eec0,2025-01-16 08:26:06,Orgânico,0.0,iOS,1.2,Apple,iPhone 12,push
9ca3981e-b9de-42c1-85f8-61000b1a2d44,2025-01-07 22:30:06,Orgânico,0.0,iOS,2.0,Apple,iPhone 12,mms
45e5c7c8-2d49-48d8-a92c-016311e97b40,2025-01-27 02:13:49,Google Ads,1.5566086251693059,Android,1.1,LG,Velvet,sms
d8973978-f95e-4f55-bc13-0496116ad532,2025-01-05 21:59:22,Orgânico,0.0,Android,1.0,LG,K51,mms
1ff84875-6efc-49fb-a063-e1f6cfe2fa42,2025-01-21 04:22:14,Facebook Ads,2.655517479796207,Android,2.0,Xiaomi,Redmi Note 10,email
3a0c9f70-fb71-4799-a41d-6743f2a431ad,2025-02-07 09:07:33,Orgânico,0.0,Android,1.2,Samsung,Galaxy A52,push
8cdf1f4d-5c6f-4942-a07d-f785cfcbca12,2025-03-13 02:25:35,Orgânico,0.0,iOS,1.1,Apple,iPhone 13,sms
6258d417-1bcb-4da9-8f08-e95855554358,2025-01-24 17:21:25,Orgânico,0.0,iOS,1.0,Apple,iPhone SE,sms
fa0094eb-364f-4f1f-8ca0-999e64239f41,2025-03-14 11:21:23,Google Ads,1.8323628998173036,Android,1.0,Motorola,Moto G Power,push
27ce3e4c-5592-43f2-ad4c-f141f48fbde7,2025-02-05 09:58:26,Google Ads,0.9646595662218306,Android,2.0,LG,K51,email
7cabc6d2-a0e6-4405-a53f-af3dcf5ede41,2025-01-16 07:26:35,Google Ads,3.1660067960082685,Android,2.0,Samsung,Galaxy S21,mms
ef291689-cb36-4532-aa21-43ed811ca33d,2025-03-30 00:26:48,Facebook Ads,1.7218202992190252,Android,1.2,Motorola,Moto G Stylus,push
